name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Henry,1947-03-12,Matt,1940-03-13,Hunter,1957-03-06,Henry was born on the day the Truman Doctrine was established. Matt was born on the day the Winter War ended. Hunter was born on the day Ghana gained independence from Britain. The oldest is,1940-03-13,Matt
Martin,1956-05-09,Hunter,1955-05-14,Brandon,1959-11-01,Martin was born on the day the first Eurovision was held. Hunter was born on the day the Warsaw Pact was signed. Brandon was born on the day the Vietnam War began. The oldest is,1955-05-14,Hunter
Frank,1951-09-18,Rose,1948-09-24,Emily,1956-01-01,Frank was born on the day The Day the Earth Stood Still was released. Rose was born on the day Honda was founded. Emily was born on the day Sudan gained independence from Britain. The oldest is,1948-09-24,Rose
Martin,1952-07-26,Marco,1944-06-06,Alice,1953-04-25,Martin was born on the day Eva Perón died. Marco was born on the day of D-Day landings Alice was born on the day the structure of DNA was discovered. The oldest is,1944-06-06,Marco
Brandon,1946-06-02,Laura,1952-06-28,Jason,1949-05-23,Brandon was born on the day Italy became a republic. Laura was born on the day the Miss Universe pageant was established. Jason was born on the day West Germany was created. The oldest is,1946-06-02,Brandon
William,1956-05-09,Richard,1945-04-28,Matt,1940-03-13,William was born on the day the first Eurovision was held. Richard was born on the day Benito Mussolini was executed. Matt was born on the day the Winter War ended. The oldest is,1940-03-13,Matt
Frank,1951-09-18,Walker,1957-10-04,John,1949-06-14,Frank was born on the day The Day the Earth Stood Still was released. Walker was born on the day Sputnik 1 was launched. John was born on the day Albert II became the first mammal in space. The oldest is,1949-06-14,John
Bob,1957-12-20,Brandon,1959-11-01,Luke,1945-09-02,Bob was born on the day the Boeing 707 first flew. Brandon was born on the day the Vietnam War began. Luke was born on the day World War II ended in Asia. The oldest is,1945-09-02,Luke
Walker,1958-10-02,Frank,1954-10-23,Kevin,1949-10-07,Walker was born on the day Guinea gained independence from France. Frank was born on the day the Western European Union was established. Kevin was born on the day East Germany was created. The oldest is,1949-10-07,Kevin
Henry,1944-09-19,Hunter,1955-05-14,Marco,1940-05-10,Henry was born on the day the Continuation War ended. Hunter was born on the day the Warsaw Pact was signed. Marco was born on the day Winston Churchill became Prime Minister. The oldest is,1940-05-10,Marco
Emily,1956-01-01,Dean,1944-01-27,Andrew,1952-11-01,Emily was born on the day Sudan gained independence from Britain. Dean was born on the day the Siege of Leningrad ended. Andrew was born on the day the United States detonated the first hydrogen bomb. The oldest is,1944-01-27,Dean
William,1950-01-26,Ryan,1951-09-18,Fred,1947-03-12,William was born on the day the Constitution of India came into effect. Ryan was born on the day The Day the Earth Stood Still was released. Fred was born on the day the Truman Doctrine was established. The oldest is,1947-03-12,Fred
Neil,1945-09-02,Jason,1949-05-23,Henry,1947-03-12,Neil was born on the day World War II ended in Asia. Jason was born on the day West Germany was created. Henry was born on the day the Truman Doctrine was established. The oldest is,1945-09-02,Neil
Steve,1944-01-27,April,1955-05-01,Hunter,1955-05-14,Steve was born on the day the Siege of Leningrad ended. April was born on the First Taiwan Strait Crisis ended. Hunter was born on the day the Warsaw Pact was signed. The oldest is,1944-01-27,Steve
Emily,1959-01-03,Alice,1953-04-25,Andrew,1957-03-25,Emily was born on the day Alaska became a US state. Alice was born on the day the structure of DNA was discovered. Andrew was born on the day the Treaty of Rome was signed. The oldest is,1953-04-25,Alice
Alice,1950-08-25,John,1952-05-02,Peter,1948-05-14,Alice was born on the day Bertie the Brain was released. John was born on the day the first passenger jet flight route opened between London and Johannesburg. Peter was born on the day the United Nations established Israeli Independence. The oldest is,1948-05-14,Peter
Neil,1958-10-02,Emily,1956-01-01,Rachel,1945-09-02,Neil was born on the day Guinea gained independence from France. Emily was born on the day Sudan gained independence from Britain. Rachel was born on the day World War II ended in Asia. The oldest is,1945-09-02,Rachel
Frank,1952-02-06,Brandon,1945-06-26,Alice,1954-05-17,Frank was born on the day Queen Elizabeth II became monarch. Brandon was born on the day the United Nations was founded. Alice was born on the day the Supreme Court decided Brown v. Board of Education. The oldest is,1945-06-26,Brandon
William,1952-07-26,Rachel,1950-08-25,Connor,1947-03-12,William was born on the day Eva Perón died. Rachel was born on the day Bertie the Brain was released. Connor was born on the day the Truman Doctrine was established. The oldest is,1947-03-12,Connor
Joy,1947-04-15,Marco,1940-08-20,Connor,1957-08-31,Joy was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. Marco was born on the day Leon Trotsky was assassinated. Connor was born on the day the Federation of Malaya gained independence. The oldest is,1940-08-20,Marco
Connor,1947-03-12,John,1952-05-02,Alice,1954-05-17,Connor was born on the day the Truman Doctrine was established. John was born on the day the first passenger jet flight route opened between London and Johannesburg. Alice was born on the day the Supreme Court decided Brown v. Board of Education. The oldest is,1947-03-12,Connor
Connor,1951-09-18,Maria,1957-08-31,Walker,1944-06-06,Connor was born on the day The Day the Earth Stood Still was released. Maria was born on the day the Federation of Malaya gained independence. Walker was born on the day of D-Day landings The oldest is,1944-06-06,Walker
Fred,1955-04-18,Walker,1957-10-04,Dallas,1955-04-12,Fred was born on the day Albert Einstein died. Walker was born on the day Sputnik 1 was launched. Dallas was born on the day the Salk polio vaccine received full FDA approval. The oldest is,1955-04-12,Dallas
Laura,1946-12-19,Emily,1949-10-07,Joy,1953-08-19,Laura was born on the day the First Indochina War began. Emily was born on the day East Germany was created. Joy was born on the day Mohammed Mossadeq was deposed. The oldest is,1946-12-19,Laura
Alice,1954-05-17,Jason,1949-05-23,Laura,1952-06-28,Alice was born on the day the Supreme Court decided Brown v. Board of Education. Jason was born on the day West Germany was created. Laura was born on the day the Miss Universe pageant was established. The oldest is,1949-05-23,Jason
Joy,1947-04-15,Matt,1940-03-13,Tyler,1944-07-20,Joy was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. Matt was born on the day the Winter War ended. Tyler was born on the day Adolf Hitler survived the assassination attempt. The oldest is,1940-03-13,Matt
Josh,1940-09-07,Alice,1953-04-25,Martin,1955-02-24,Josh was born on the day The Blitz began. Alice was born on the day the structure of DNA was discovered. Martin was born on the day the Central Treaty Organization was formed. The oldest is,1940-09-07,Josh
Marco,1946-03-30,Rachel,1944-01-27,Henry,1953-03-05,Marco was born on the day the Greek Civil War began. Rachel was born on the day the Siege of Leningrad ended. Henry was born on the day Death of Stalin occurred. The oldest is,1944-01-27,Rachel
Grant,1942-08-13,Fred,1947-03-12,Luke,1945-09-02,Grant was born on the release date of Disney's Bambi. Fred was born on the day the Truman Doctrine was established. Luke was born on the day World War II ended in Asia. The oldest is,1942-08-13,Grant
Brandon,1959-01-01,Scott,1958-08-23,Hunter,1955-05-14,Brandon was born on the day the Cuban Revolution ended. Scott was born on the day the Federal Aviation Administration was formed. Hunter was born on the day the Warsaw Pact was signed. The oldest is,1955-05-14,Hunter
Martin,1955-02-24,Emily,1949-10-07,Ryan,1946-12-19,Martin was born on the day the Central Treaty Organization was formed. Emily was born on the day East Germany was created. Ryan was born on the day the First Indochina War began. The oldest is,1946-12-19,Ryan
William,1952-07-26,Maria,1957-08-31,Michael,1953-05-29,William was born on the day Eva Perón died. Maria was born on the day the Federation of Malaya gained independence. Michael was born on the day the first ascent of Mount Everest took place. The oldest is,1952-07-26,William
Scott,1942-08-13,Hope,1943-02-02,Rose,1945-10-29,Scott was born on the release date of Disney's Bambi. Hope was born on the day the Battle of Stalingrad ended. Rose was born on the day Getúlio Vargas was deposed. The oldest is,1942-08-13,Scott
Dallas,1950-11-17,Rose,1952-06-28,Emily,1956-01-01,Dallas was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. Rose was born on the day the Miss Universe pageant was established. Emily was born on the day Sudan gained independence from Britain. The oldest is,1950-11-17,Dallas
Rose,1945-10-29,Leon,1940-08-20,Max,1953-11-09,Rose was born on the day Getúlio Vargas was deposed. Leon was born on the day Leon Trotsky was assassinated. Max was born on the day Cambodia gained independence. The oldest is,1940-08-20,Leon
Alice,1955-05-01,Scott,1947-04-15,Henry,1948-02-04,Alice was born on the First Taiwan Strait Crisis ended. Scott was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. Henry was born on the day Burma and Ceylon gained independence from Britain. The oldest is,1947-04-15,Scott
Michael,1945-10-08,Bob,1946-12-19,George,1953-06-02,Michael was born on the day the microwave cooking oven was patented. Bob was born on the day the First Indochina War began. George was born on the Coronation Day of Elizabeth II. The oldest is,1945-10-08,Michael
Henry,1944-09-19,Connor,1951-09-18,Walker,1958-10-02,Henry was born on the day the Continuation War ended. Connor was born on the day The Day the Earth Stood Still was released. Walker was born on the day Guinea gained independence from France. The oldest is,1944-09-19,Henry
Henry,1944-09-19,Kevin,1950-11-17,Bob,1954-11-01,Henry was born on the day the Continuation War ended. Kevin was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. Bob was born on the day the Algerian War began. The oldest is,1944-09-19,Henry
Walker,1944-06-06,Neil,1945-09-02,Connor,1951-09-18,Walker was born on the day of D-Day landings Neil was born on the day World War II ended in Asia. Connor was born on the day The Day the Earth Stood Still was released. The oldest is,1944-06-06,Walker
Dallas,1949-06-14,Rachel,1950-08-25,Frank,1951-09-18,Dallas was born on the day Albert II became the first mammal in space. Rachel was born on the day Bertie the Brain was released. Frank was born on the day The Day the Earth Stood Still was released. The oldest is,1949-06-14,Dallas
Charlie,1947-07-26,Walker,1958-10-02,Ian,1956-11-11,Charlie was born on the day the U.S. Central Intelligence Agency was created. Walker was born on the day Guinea gained independence from France. Ian was born on the day the Hungarian Uprising was crushed. The oldest is,1947-07-26,Charlie
Emily,1943-01-15,Max,1959-10-07,Rachel,1951-09-08,Emily was born on the day The Pentagon was completed. Max was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Rachel was born on the day the Occupation of Japan ended. The oldest is,1943-01-15,Emily
Brandon,1959-11-01,Maria,1957-08-31,Kyle,1959-10-07,Brandon was born on the day the Vietnam War began. Maria was born on the day the Federation of Malaya gained independence. Kyle was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1957-08-31,Maria
Rachel,1951-09-08,Henry,1948-02-04,Marco,1940-08-20,Rachel was born on the day the Occupation of Japan ended. Henry was born on the day Burma and Ceylon gained independence from Britain. Marco was born on the day Leon Trotsky was assassinated. The oldest is,1940-08-20,Marco
Rose,1947-07-26,William,1952-07-26,Ryan,1959-10-07,Rose was born on the day the U.S. Central Intelligence Agency was created. William was born on the day Eva Perón died. Ryan was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1947-07-26,Rose
Hope,1943-02-02,Henry,1957-03-06,Max,1944-09-19,Hope was born on the day the Battle of Stalingrad ended. Henry was born on the day Ghana gained independence from Britain. Max was born on the day the Continuation War ended. The oldest is,1943-02-02,Hope
Richard,1945-08-17,Connor,1947-03-12,Marco,1948-04-07,Richard was born on the day Independence of Indonesia was proclaimed. Connor was born on the day the Truman Doctrine was established. Marco was born on the day WHO was founded. The oldest is,1945-08-17,Richard
Alice,1955-04-18,Laura,1952-06-28,Josh,1940-09-07,Alice was born on the day Albert Einstein died. Laura was born on the day the Miss Universe pageant was established. Josh was born on the day The Blitz began. The oldest is,1940-09-07,Josh
Walker,1944-06-06,Henry,1953-03-05,Ryan,1959-10-07,Walker was born on the day of D-Day landings Henry was born on the day Death of Stalin occurred. Ryan was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1944-06-06,Walker
April,1943-05-15,Tyler,1944-07-20,Dallas,1949-06-14,April was born on the day the American Broadcasting Company was founded. Tyler was born on the day Adolf Hitler survived the assassination attempt. Dallas was born on the day Albert II became the first mammal in space. The oldest is,1943-05-15,April
Frank,1951-09-18,Walker,1958-10-02,John,1957-03-25,Frank was born on the day The Day the Earth Stood Still was released. Walker was born on the day Guinea gained independence from France. John was born on the day the Treaty of Rome was signed. The oldest is,1951-09-18,Frank
Peter,1957-08-31,Henry,1953-03-05,Rose,1959-01-01,Peter was born on the day the Federation of Malaya gained independence. Henry was born on the day Death of Stalin occurred. Rose was born on the day the Cuban Revolution ended. The oldest is,1953-03-05,Henry
Dean,1958-05-31,Jerry,1959-10-07,Ryan,1945-09-02,Dean was born on the day Pizza Hut was founded. Jerry was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Ryan was born on the day World War II ended in Asia. The oldest is,1945-09-02,Ryan
Michael,1954-05-17,Dallas,1955-04-12,Bob,1957-12-20,Michael was born on the day the Supreme Court decided Brown v. Board of Education. Dallas was born on the day the Salk polio vaccine received full FDA approval. Bob was born on the day the Boeing 707 first flew. The oldest is,1954-05-17,Michael
Rose,1945-10-29,Tyler,1944-07-20,Luke,1948-01-30,Rose was born on the day Getúlio Vargas was deposed. Tyler was born on the day Adolf Hitler survived the assassination attempt. Luke was born on the day Mahatma Gandhi was assassinated. The oldest is,1944-07-20,Tyler
Richard,1945-08-17,Charlie,1947-07-26,Peter,1945-06-26,Richard was born on the day Independence of Indonesia was proclaimed. Charlie was born on the day the U.S. Central Intelligence Agency was created. Peter was born on the day the United Nations was founded. The oldest is,1945-06-26,Peter
Marco,1940-08-20,Hope,1945-09-02,Hunter,1956-05-09,Marco was born on the day Leon Trotsky was assassinated. Hope was born on the day World War II ended in Asia. Hunter was born on the day the first Eurovision was held. The oldest is,1940-08-20,Marco
Walker,1958-05-31,Scott,1958-08-23,Alice,1955-05-01,Walker was born on the day Pizza Hut was founded. Scott was born on the day the Federal Aviation Administration was formed. Alice was born on the First Taiwan Strait Crisis ended. The oldest is,1955-05-01,Alice
Martin,1954-07-29,Frank,1953-05-29,Richard,1958-07-29,Martin was born on the day The Fellowship of the Ring was published. Frank was born on the day the first ascent of Mount Everest took place. Richard was born on the day NASA was formed. The oldest is,1953-05-29,Frank
Walker,1944-06-06,Dallas,1957-03-17,Grant,1942-04-09,Walker was born on the day of D-Day landings Dallas was born on the day Philippine President Ramon Magsaysay and others were killed in a plane crash. Grant was born on the day of the Bataan Death March. The oldest is,1942-04-09,Grant
Rose,1947-03-12,Henry,1956-01-01,Connor,1957-08-31,Rose was born on the day the Truman Doctrine was established. Henry was born on the day Sudan gained independence from Britain. Connor was born on the day the Federation of Malaya gained independence. The oldest is,1947-03-12,Rose
William,1956-05-09,Tyler,1944-07-20,George,1944-09-19,William was born on the day the first Eurovision was held. Tyler was born on the day Adolf Hitler survived the assassination attempt. George was born on the day the Continuation War ended. The oldest is,1944-07-20,Tyler
Michael,1954-05-17,Emily,1954-11-01,Rachel,1951-09-08,Michael was born on the day the Supreme Court decided Brown v. Board of Education. Emily was born on the day the Algerian War began. Rachel was born on the day the Occupation of Japan ended. The oldest is,1951-09-08,Rachel
Bob,1957-12-20,Walker,1944-06-06,Maria,1958-10-04,Bob was born on the day the Boeing 707 first flew. Walker was born on the day of D-Day landings Maria was born on the day the French Fifth Republic was established. The oldest is,1944-06-06,Walker
Richard,1945-04-30,Matt,1944-09-19,Emily,1949-10-07,Richard was born on the day Adolf Hitler committed suicide in Berlin. Matt was born on the day the Continuation War ended. Emily was born on the day East Germany was created. The oldest is,1944-09-19,Matt
Andrew,1949-05-12,Alice,1955-05-01,Richard,1958-07-29,Andrew was born on the day the Berlin Blockade ended. Alice was born on the First Taiwan Strait Crisis ended. Richard was born on the day NASA was formed. The oldest is,1949-05-12,Andrew
Emily,1954-11-01,Hope,1945-09-02,Maria,1958-10-04,Emily was born on the day the Algerian War began. Hope was born on the day World War II ended in Asia. Maria was born on the day the French Fifth Republic was established. The oldest is,1945-09-02,Hope
Steve,1950-08-25,Charlie,1947-07-26,Dean,1944-01-27,Steve was born on the day Bertie the Brain was released. Charlie was born on the day the U.S. Central Intelligence Agency was created. Dean was born on the day the Siege of Leningrad ended. The oldest is,1944-01-27,Dean
Alice,1950-08-25,George,1944-09-19,Marco,1944-06-06,Alice was born on the day Bertie the Brain was released. George was born on the day the Continuation War ended. Marco was born on the day of D-Day landings The oldest is,1944-06-06,Marco
Kyle,1959-10-07,Frank,1953-05-29,Grant,1946-06-09,Kyle was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Frank was born on the day the first ascent of Mount Everest took place. Grant was born on the day Bhumibol Adulyadej became King of Thailand. The oldest is,1946-06-09,Grant
John,1949-06-14,Rachel,1944-01-27,Richard,1945-08-17,John was born on the day Albert II became the first mammal in space. Rachel was born on the day the Siege of Leningrad ended. Richard was born on the day Independence of Indonesia was proclaimed. The oldest is,1944-01-27,Rachel
Robert,1946-07-04,Andrew,1957-03-25,Frank,1956-11-11,Robert was born on the day the Philippines declared independence. Andrew was born on the day the Treaty of Rome was signed. Frank was born on the day the Hungarian Uprising was crushed. The oldest is,1946-07-04,Robert
Max,1953-11-09,Kevin,1949-10-07,Michael,1953-05-29,Max was born on the day Cambodia gained independence. Kevin was born on the day East Germany was created. Michael was born on the day the first ascent of Mount Everest took place. The oldest is,1949-10-07,Kevin
Hunter,1955-05-14,Ian,1950-12-30,Connor,1945-04-30,Hunter was born on the day the Warsaw Pact was signed. Ian was born on the day Peoples' World Convention took place. Connor was born on the day Adolf Hitler committed suicide in Berlin. The oldest is,1945-04-30,Connor
Robert,1946-07-04,Joy,1953-08-19,Grant,1942-08-13,Robert was born on the day the Philippines declared independence. Joy was born on the day Mohammed Mossadeq was deposed. Grant was born on the release date of Disney's Bambi. The oldest is,1942-08-13,Grant
Frank,1951-09-18,Andrew,1952-11-01,Michael,1959-01-01,Frank was born on the day The Day the Earth Stood Still was released. Andrew was born on the day the United States detonated the first hydrogen bomb. Michael was born on the day the Cuban Revolution ended. The oldest is,1951-09-18,Frank
Martin,1952-07-26,Rachel,1951-09-08,Dallas,1950-11-17,Martin was born on the day Eva Perón died. Rachel was born on the day the Occupation of Japan ended. Dallas was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. The oldest is,1950-11-17,Dallas
Steve,1950-08-25,Frank,1952-02-06,Marco,1954-10-23,Steve was born on the day Bertie the Brain was released. Frank was born on the day Queen Elizabeth II became monarch. Marco was born on the day the Western European Union was established. The oldest is,1950-08-25,Steve
Fred,1947-03-12,Jason,1949-05-23,Alice,1953-04-25,Fred was born on the day the Truman Doctrine was established. Jason was born on the day West Germany was created. Alice was born on the day the structure of DNA was discovered. The oldest is,1947-03-12,Fred
Steve,1945-04-28,Neil,1959-08-21,Rose,1947-07-26,Steve was born on the day Benito Mussolini was executed. Neil was born on the day Hawaii was admitted to the United States. Rose was born on the day the U.S. Central Intelligence Agency was created. The oldest is,1945-04-28,Steve
Brandon,1945-06-26,Michael,1945-04-12,Andrew,1957-03-25,Brandon was born on the day the United Nations was founded. Michael was born on the day Harry Truman assumed office. Andrew was born on the day the Treaty of Rome was signed. The oldest is,1945-04-12,Michael
Alice,1951-09-08,Michael,1954-05-17,Kevin,1950-11-17,Alice was born on the day the Occupation of Japan ended. Michael was born on the day the Supreme Court decided Brown v. Board of Education. Kevin was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. The oldest is,1950-11-17,Kevin
Dean,1949-03-10,George,1953-06-02,Rachel,1951-09-08,Dean was born on the day the Arab–Israeli War ended. George was born on the Coronation Day of Elizabeth II. Rachel was born on the day the Occupation of Japan ended. The oldest is,1949-03-10,Dean
Jason,1952-06-28,William,1956-05-09,Andrew,1952-11-01,Jason was born on the day the Miss Universe pageant was established. William was born on the day the first Eurovision was held. Andrew was born on the day the United States detonated the first hydrogen bomb. The oldest is,1952-06-28,Jason
Jason,1952-06-28,Hunter,1957-03-06,Michael,1953-05-29,Jason was born on the day the Miss Universe pageant was established. Hunter was born on the day Ghana gained independence from Britain. Michael was born on the day the first ascent of Mount Everest took place. The oldest is,1952-06-28,Jason
Grant,1946-06-09,Brandon,1940-03-13,Joy,1947-04-15,Grant was born on the day Bhumibol Adulyadej became King of Thailand. Brandon was born on the day the Winter War ended. Joy was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. The oldest is,1940-03-13,Brandon
Grant,1946-06-09,Hunter,1956-05-09,Michael,1959-01-01,Grant was born on the day Bhumibol Adulyadej became King of Thailand. Hunter was born on the day the first Eurovision was held. Michael was born on the day the Cuban Revolution ended. The oldest is,1946-06-09,Grant
Emily,1949-10-07,Frank,1956-11-11,Rachel,1950-08-25,Emily was born on the day East Germany was created. Frank was born on the day the Hungarian Uprising was crushed. Rachel was born on the day Bertie the Brain was released. The oldest is,1949-10-07,Emily
Max,1959-10-07,Michael,1959-01-01,Maria,1958-10-04,Max was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Michael was born on the day the Cuban Revolution ended. Maria was born on the day the French Fifth Republic was established. The oldest is,1958-10-04,Maria
Richard,1945-08-17,Rachel,1950-08-25,Leon,1940-08-20,Richard was born on the day Independence of Indonesia was proclaimed. Rachel was born on the day Bertie the Brain was released. Leon was born on the day Leon Trotsky was assassinated. The oldest is,1940-08-20,Leon
Ryan,1946-12-19,Emily,1956-01-01,Rose,1945-10-29,Ryan was born on the day the First Indochina War began. Emily was born on the day Sudan gained independence from Britain. Rose was born on the day Getúlio Vargas was deposed. The oldest is,1945-10-29,Rose
Alice,1953-04-25,Neil,1945-09-02,Martin,1955-02-24,Alice was born on the day the structure of DNA was discovered. Neil was born on the day World War II ended in Asia. Martin was born on the day the Central Treaty Organization was formed. The oldest is,1945-09-02,Neil
Hope,1945-10-08,Steve,1944-01-27,George,1953-06-02,Hope was born on the day the microwave cooking oven was patented. Steve was born on the day the Siege of Leningrad ended. George was born on the Coronation Day of Elizabeth II. The oldest is,1944-01-27,Steve
Tyler,1944-07-20,Dallas,1955-04-12,Frank,1952-02-06,Tyler was born on the day Adolf Hitler survived the assassination attempt. Dallas was born on the day the Salk polio vaccine received full FDA approval. Frank was born on the day Queen Elizabeth II became monarch. The oldest is,1944-07-20,Tyler
Dean,1944-01-27,Scott,1942-08-13,Ryan,1945-09-02,Dean was born on the day the Siege of Leningrad ended. Scott was born on the release date of Disney's Bambi. Ryan was born on the day World War II ended in Asia. The oldest is,1942-08-13,Scott
Hope,1945-09-02,Rachel,1958-08-23,Hunter,1957-03-06,Hope was born on the day World War II ended in Asia. Rachel was born on the day the Federal Aviation Administration was formed. Hunter was born on the day Ghana gained independence from Britain. The oldest is,1945-09-02,Hope
Kyle,1959-10-07,Dean,1955-05-14,Aaron,1944-09-19,Kyle was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Dean was born on the day the Warsaw Pact was signed. Aaron was born on the day the Continuation War ended. The oldest is,1944-09-19,Aaron
Steve,1945-04-28,Rachel,1950-08-25,Max,1953-06-02,Steve was born on the day Benito Mussolini was executed. Rachel was born on the day Bertie the Brain was released. Max was born on the Coronation Day of Elizabeth II. The oldest is,1945-04-28,Steve
Neil,1945-09-02,Grant,1942-04-09,George,1953-06-02,Neil was born on the day World War II ended in Asia. Grant was born on the day of the Bataan Death March. George was born on the Coronation Day of Elizabeth II. The oldest is,1942-04-09,Grant
Frank,1954-10-23,William,1950-01-26,Steve,1950-08-25,Frank was born on the day the Western European Union was established. William was born on the day the Constitution of India came into effect. Steve was born on the day Bertie the Brain was released. The oldest is,1950-01-26,William
Richard,1945-04-28,Steve,1944-01-27,Brandon,1946-06-02,Richard was born on the day Benito Mussolini was executed. Steve was born on the day the Siege of Leningrad ended. Brandon was born on the day Italy became a republic. The oldest is,1944-01-27,Steve
Tyler,1944-07-20,April,1952-11-01,Marco,1944-06-06,Tyler was born on the day Adolf Hitler survived the assassination attempt. April was born on the day the United States detonated the first hydrogen bomb. Marco was born on the day of D-Day landings The oldest is,1944-06-06,Marco
Emily,1943-01-15,Bob,1957-12-20,Rachel,1944-01-27,Emily was born on the day The Pentagon was completed. Bob was born on the day the Boeing 707 first flew. Rachel was born on the day the Siege of Leningrad ended. The oldest is,1943-01-15,Emily
Hope,1944-07-20,Alice,1953-04-25,Dean,1958-05-31,Hope was born on the day Adolf Hitler survived the assassination attempt. Alice was born on the day the structure of DNA was discovered. Dean was born on the day Pizza Hut was founded. The oldest is,1944-07-20,Hope
Fred,1955-04-18,Dallas,1949-06-14,Hope,1945-09-02,Fred was born on the day Albert Einstein died. Dallas was born on the day Albert II became the first mammal in space. Hope was born on the day World War II ended in Asia. The oldest is,1945-09-02,Hope
Michael,1945-10-08,Alice,1951-09-08,April,1955-05-01,Michael was born on the day the microwave cooking oven was patented. Alice was born on the day the Occupation of Japan ended. April was born on the First Taiwan Strait Crisis ended. The oldest is,1945-10-08,Michael
Brandon,1945-06-26,Martin,1954-07-29,Hope,1946-06-09,Brandon was born on the day the United Nations was founded. Martin was born on the day The Fellowship of the Ring was published. Hope was born on the day Bhumibol Adulyadej became King of Thailand. The oldest is,1945-06-26,Brandon
Ian,1950-12-30,Rachel,1958-08-23,Charlie,1947-07-26,Ian was born on the day Peoples' World Convention took place. Rachel was born on the day the Federal Aviation Administration was formed. Charlie was born on the day the U.S. Central Intelligence Agency was created. The oldest is,1947-07-26,Charlie
Martin,1955-02-24,Emily,1943-01-15,Kyle,1959-10-07,Martin was born on the day the Central Treaty Organization was formed. Emily was born on the day The Pentagon was completed. Kyle was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1943-01-15,Emily
Steve,1944-01-27,Michael,1954-05-17,Dean,1958-05-31,Steve was born on the day the Siege of Leningrad ended. Michael was born on the day the Supreme Court decided Brown v. Board of Education. Dean was born on the day Pizza Hut was founded. The oldest is,1944-01-27,Steve
Frank,1954-10-23,Josh,1940-09-07,Matt,1940-03-13,Frank was born on the day the Western European Union was established. Josh was born on the day The Blitz began. Matt was born on the day the Winter War ended. The oldest is,1940-03-13,Matt
Steve,1944-01-27,Josh,1940-09-07,George,1944-09-19,Steve was born on the day the Siege of Leningrad ended. Josh was born on the day The Blitz began. George was born on the day the Continuation War ended. The oldest is,1940-09-07,Josh
Michael,1945-10-08,Tyler,1953-03-05,Emily,1943-01-15,Michael was born on the day the microwave cooking oven was patented. Tyler was born on the day Death of Stalin occurred. Emily was born on the day The Pentagon was completed. The oldest is,1943-01-15,Emily
Peter,1945-06-26,Hope,1948-04-23,Jack,1944-06-01,Peter was born on the day the United Nations was founded. Hope was born on the day the Soviet Sever-2 expedition reached the North Pole. Jack was born on the day Colossus came online. The oldest is,1944-06-01,Jack
Dean,1944-01-27,Ryan,1946-12-19,Peter,1957-08-31,Dean was born on the day the Siege of Leningrad ended. Ryan was born on the day the First Indochina War began. Peter was born on the day the Federation of Malaya gained independence. The oldest is,1944-01-27,Dean
Walker,1957-10-04,Frank,1953-05-29,Emily,1943-01-15,Walker was born on the day Sputnik 1 was launched. Frank was born on the day the first ascent of Mount Everest took place. Emily was born on the day The Pentagon was completed. The oldest is,1943-01-15,Emily
Ian,1950-12-30,Richard,1945-04-30,Dean,1944-01-27,Ian was born on the day Peoples' World Convention took place. Richard was born on the day Adolf Hitler committed suicide in Berlin. Dean was born on the day the Siege of Leningrad ended. The oldest is,1944-01-27,Dean
George,1944-09-19,Rachel,1951-09-08,John,1952-05-02,George was born on the day the Continuation War ended. Rachel was born on the day the Occupation of Japan ended. John was born on the day the first passenger jet flight route opened between London and Johannesburg. The oldest is,1944-09-19,George
Luke,1948-01-30,Max,1944-09-19,Bob,1946-12-19,Luke was born on the day Mahatma Gandhi was assassinated. Max was born on the day the Continuation War ended. Bob was born on the day the First Indochina War began. The oldest is,1944-09-19,Max
Henry,1947-03-12,Josh,1951-09-08,Emily,1956-01-01,Henry was born on the day the Truman Doctrine was established. Josh was born on the day the Occupation of Japan ended. Emily was born on the day Sudan gained independence from Britain. The oldest is,1947-03-12,Henry
Hope,1944-07-20,Emily,1954-11-01,Joy,1954-07-29,Hope was born on the day Adolf Hitler survived the assassination attempt. Emily was born on the day the Algerian War began. Joy was born on the day The Fellowship of the Ring was published. The oldest is,1944-07-20,Hope
